City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
303,pacific grove,36.6177,-121.9166,288.51,91,40,7.15,Pacific Grove,1686078087
304,codrington,-38.2667,141.9667,287.13,70,100,3.04,Codrington,1686078087
305,tobruk,32.0836,23.9764,294.77,75,65,6.92,Tobruk,1686078087
306,puerto baquerizo moreno,-0.9,-89.6,298.76,81,79,7.11,Puerto Baquerizo Moreno,1686078087
307,novodvinsk,64.4165,40.8122,277.18,82,100,2.18,Novodvinsk,1686078087
308,aldan,58.6031,125.3894,281.23,87,100,2.46,Aldan,1686078088
309,lanxi,29.2195,119.477,294.17,95,24,0.78,Lanxi,1686078088
310,kedougou,12.5579,-12.1743,309.89,23,87,2.14,Kédougou,1686078088
311,zhob,31.3411,69.4481,299.98,39,4,1.16,Zhob,1686078089
312,ulsteinvik,62.3432,5.8487,284.76,79,1,1.79,Ulsteinvik,1686078089
313,dolores,-36.3132,-57.6792,288.2,90,100,3.68,Dolores,1686078089
314,inverloch,-38.6333,145.7167,285.35,88,0,3.3,Inverloch,1686078089
315,iguape,-24.7081,-47.5553,295.04,75,9,2.13,Iguape,1686078089
316,soe,-9.8607,124.284,289.88,91,24,2.06,Soe,1686078090
317,bubaque,11.2833,-15.8333,300.81,72,100,7.3,Bubaque,1686078090
318,ocean shores,46.9737,-124.1563,299.51,55,0,2.06,Ocean Shores,1686078090
319,carloforte,39.145,8.3058,293.68,72,37,1.27,Carloforte,1686078090
320,murun-kuren,49.6342,100.1625,285.48,83,0,0.25,Mörön,1686078090
321,jiangyou,31.7667,104.7167,296.06,71,100,0.59,Jiangyou,1686078091
322,south hedland,-20.4089,118.5983,288.11,88,92,3.6,South Hedland,1686078091
323,san clemente del tuyu,-36.3569,-56.7235,289.81,90,100,5.09,San Clemente del Tuyú,1686078091
324,dubrovka,53.6907,33.5071,287.07,61,79,1.17,Dubrovka,1686078001
325,dawei,14.0833,98.2,298.87,93,100,3.44,Dawei,1686078091
326,colachel,8.1667,77.25,301.07,81,100,6.29,Colachel,1686078092
327,kem',64.9555,34.5793,278.45,69,50,2.61,Kem',1686078092
328,abaetetuba,-1.7181,-48.8825,300.94,83,55,2.05,Abaetetuba,1686078092
329,nogliki,51.8333,143.1667,279.2,77,98,1.49,Nogliki,1686078092
330,semporna,4.4818,118.6112,299.23,83,97,0.8,Semporna,1686078092
331,lihue,21.9789,-159.3672,298.91,77,3,3.88,Lihue,1686078092
332,olinda,-8.0089,-34.8553,302.0,74,75,3.6,Olinda,1686077967
333,nova vicosa,-17.8919,-39.3719,297.47,64,67,4.27,Nova Viçosa,1686078093
334,brezina,33.0989,1.2608,299.76,33,100,1.6,Brezina,1686078093
335,totness,5.8833,-56.3167,301.51,75,28,3.96,Totness,1686078093
336,saldanha,-33.0117,17.9442,285.91,66,1,2.36,Saldanha,1686078093
337,khadan khak,30.7477,67.7085,295.25,13,0,3.39,Khadan Khak,1686078093
338,kingston,17.997,-76.7936,306.62,69,100,3.13,Kingston,1686078094
339,tyukalinsk,55.8732,72.1967,292.49,72,3,3.27,Tyukalinsk,1686078094
340,danilovgrad,42.5538,19.1461,296.02,81,100,1.56,Danilovgrad,1686078094
341,salinopolis,-0.6136,-47.3561,301.7,71,18,4.36,Salinópolis,1686078094
342,ambleve,50.3514,6.1681,292.94,45,40,3.09,Amblève,1686078094
343,borgarnes,64.5383,-21.9206,281.93,71,100,2.56,Borgarnes,1686078095
344,ladan,50.5196,32.5818,290.04,61,100,0.75,Ladan,1686078095
345,baley,51.6,116.6333,276.81,96,46,1.53,Baley,1686078095
346,solnechnyy,50.7214,136.6319,284.14,82,100,1.23,Solnechnyy,1686078095
347,fada,9.5667,8.3,296.44,86,95,1.46,Fada,1686078095
348,flying fish cove,-10.4217,105.6791,297.97,78,75,5.14,Flying Fish Cove,1686078095
349,noosa heads,-26.3833,153.15,289.45,71,53,6.75,Noosa,1686078096
350,okha,53.5739,142.9478,279.5,89,78,3.19,Okha,1686078068
351,chumphon,10.3333,98.8333,296.67,93,100,2.62,Chumphon,1686078096
352,nuuk,64.1835,-51.7216,274.49,100,100,11.32,Nuuk,1686078096
353,barranca,-10.75,-77.7667,297.0,67,5,3.88,Barranca,1686078096
354,xining,36.6167,101.7667,283.33,87,100,0.59,Xining,1686078096
355,isafjordur,66.0755,-23.124,279.33,74,61,1.94,Isafjordur,1686078097
356,tocopilla,-22.092,-70.1979,293.34,68,15,3.18,Tocopilla,1686078097
357,sibulan,9.3584,123.285,299.62,82,32,1.83,Sibulan,1686078097
358,meraux,29.933,-89.9498,301.48,66,75,5.14,Meraux,1686078076
359,ajaccio,42.0,8.9167,292.14,68,0,1.54,Arrondissement d'Ajaccio,1686077932
360,vernon,50.2581,-119.2691,298.11,18,0,0.45,Vernon,1686078097
361,newman,37.3138,-121.0208,297.17,57,9,4.02,Newman,1686078098
362,san juan de miraflores,-12.1629,-76.9635,294.82,72,62,3.47,San Juan de Miraflores,1686078098
363,homnabad,17.7667,77.1333,306.97,26,99,0.92,Homnābād,1686078098
364,todos santos,23.45,-110.2167,296.19,58,5,4.83,Todos Santos,1686078098
365,sitka,57.0531,-135.33,283.36,84,98,0.45,Sitka,1686078098
366,wynyard,-41.0,145.7167,287.03,93,68,1.38,Wynyard,1686078098
367,sorong,-0.8833,131.25,298.97,88,100,3.14,Sorong,1686078099
368,chirilagua,13.2203,-88.1386,302.87,64,100,2.25,Chirilagua,1686078099
369,santo antonio,-6.3106,-35.4789,303.22,49,4,5.55,Santo Antônio,1686078099
370,bengkulu,-3.8004,102.2655,297.35,94,27,1.95,Bengkulu,1686078099
371,corral de bustos,-33.2821,-62.1846,294.06,76,100,3.9,Corral de Bustos,1686078099
372,kristiansund,63.1115,7.732,284.18,81,75,3.09,Kristiansund,1686078100
373,santa cruz de yojoa,14.9833,-87.9,301.44,61,100,1.48,Santa Cruz de Yojoa,1686078100
374,tiznit,29.5833,-9.5,298.47,30,69,3.78,Tiznit Province,1686078100
375,xinzhi,36.4989,111.7047,296.17,44,100,1.34,Xinzhi,1686078100
376,bogale,16.2833,95.4,299.67,82,100,2.15,Bogale,1686078100
377,strezhevoy,60.7333,77.5889,291.2,70,67,3.58,Strezhevoy,1686078101
378,mthatha,-31.5889,28.7844,283.96,46,0,2.2,Mthatha,1686078101
379,kolyvan',55.3053,82.7391,295.94,65,0,2.91,Kolyvan',1686078101
380,port victoria,0.0939,33.9756,296.26,68,85,2.19,Port Victoria,1686078101
381,mugia,43.1041,-9.2179,298.1,74,100,2.81,Mugia,1686078101
382,kodinsk,58.6881,99.1844,286.7,80,100,1.64,Kodinsk,1686077987
383,tvoroyri,61.5556,-6.8111,282.91,94,100,5.0,Tvøroyri,1686078102
384,iskushuban,10.2837,50.23,305.87,39,92,2.53,Iskushuban,1686078102
385,happy valley-goose bay,53.3168,-60.3315,280.32,81,75,7.72,Happy Valley-Goose Bay,1686078102
386,keflavik,64.0049,-22.5624,279.39,75,75,4.63,Keflavik,1686078065
387,dunedin,-45.8742,170.5036,280.26,80,100,1.34,Dunedin,1686077890
388,lusambo,-4.9667,23.45,297.7,67,84,0.35,Lusambo,1686078102
389,andkhoy,36.9529,65.1238,303.66,9,100,3.42,Andkhōy,1686078103
390,callao,-12.0667,-77.15,295.06,73,18,3.47,Callao,1686078103
391,conception bay south,47.4999,-52.9981,283.77,98,100,6.17,Conception Bay South,1686078103
392,ashburton,-37.8626,145.0794,289.61,87,7,3.13,Ashburton,1686078103
393,zhangjiakou shi xuanhua qu,40.6103,115.0447,294.58,32,8,1.01,Zhangjiakou Shi Xuanhua Qu,1686078104
394,kingscliff,-28.2667,153.5667,290.24,82,100,2.06,Kingscliff,1686078104
395,leava,-14.3,-178.1667,300.55,76,98,5.25,Leava,1686078104
396,seosan,36.7817,126.4522,289.08,96,83,2.63,Seosan City,1686078104
397,altamont,42.2068,-121.7372,299.76,39,40,2.57,Altamont,1686078104
398,alesund,62.4723,6.1549,284.76,81,75,2.06,Ålesund,1686078104
399,tahara,34.6667,137.2667,291.12,2,100,1.9,Tahara,1686078105
400,akranes,64.3218,-22.0749,279.46,73,99,4.69,Akranes,1686078105
401,potiskum,11.7091,11.0694,307.17,35,10,1.94,Potiskum,1686078105
402,uribia,11.7139,-72.266,307.48,47,100,7.9,Uribia,1686078105
403,igrim,63.1906,64.4162,285.82,66,92,2.5,Igrim,1686078105
404,monopoli,40.9559,17.2896,296.88,71,100,1.3,Monopoli,1686078105
405,nueva gerona,21.8833,-82.8,303.34,56,98,1.93,Nueva Gerona,1686078106
406,extrema,-22.8547,-46.3183,292.82,61,0,0.69,Extrema,1686078106
407,laminusa,5.5549,120.9136,301.82,74,91,1.18,Laminusa,1686078106
408,guarapari,-20.6667,-40.4975,297.53,69,63,3.31,Guarapari,1686078106
409,senador jose porfirio,-2.5908,-51.9542,301.31,76,55,1.77,Senador José Porfírio,1686078106
410,reggane,26.7158,0.1714,309.25,14,100,0.76,Reggane,1686078107
411,hirara,24.8,125.2833,299.21,84,1,5.37,Hirara,1686078107
412,hirtshals,57.5881,9.9592,286.73,79,0,1.19,Hirtshals,1686077865
413,nizhneangarsk,55.7833,109.55,276.7,74,88,3.72,Nizhneangarsk,1686078107
414,alpu,39.769,30.9606,290.99,61,10,1.42,Alpu,1686078107
415,el fasher,13.6279,25.3494,298.32,58,100,3.67,Al-Fashir,1686078107
416,saudarkrokur,65.7461,-19.6394,281.0,71,96,1.27,Sauðarkrokur,1686078090
417,naze,28.3667,129.4833,296.14,95,95,3.98,Naze,1686078108
418,altayskoye,51.9533,85.3325,290.12,79,0,2.98,Altayskoye,1686078108
419,palmares do sul,-30.2578,-50.5097,293.65,61,0,4.21,Palmares do Sul,1686078108
420,nema,57.5067,50.5011,285.05,80,100,2.25,Nema,1686078108
421,mlangali,-9.7833,34.5167,286.1,88,0,2.55,Mlangali,1686078108
422,carterton,51.759,-1.5944,287.82,74,100,6.17,Carterton,1686078109
423,geraldton,-28.7667,114.6,287.38,72,75,3.09,Geraldton,1686078109
424,warmbad,-28.45,18.7333,288.09,27,0,0.94,Warmbad,1686078012
425,bodaybo,57.8506,114.1933,279.24,97,100,1.34,Bodaybo,1686078020
426,paradip garh,20.3167,86.6167,303.24,73,97,3.77,Paradip,1686078109
427,tolanaro,-25.0319,46.9987,293.3,93,12,2.71,Tôlanaro,1686078109
428,sucua,-2.4667,-78.1667,294.56,94,100,5.14,Sucúa,1686078109
429,christchurch,-43.5333,172.6333,271.26,100,40,1.54,Christchurch,1686078037
430,camana,-16.6228,-72.7111,293.08,71,0,3.18,Camaná,1686078110
431,vikhorevka,56.1201,101.1636,283.92,51,94,1.39,Vikhorevka,1686078110
432,labrador city,52.9463,-66.9114,279.1,75,100,9.77,Labrador City,1686078110
433,taulaga,-11.0553,-171.0883,301.11,80,100,7.17,Taulaga,1686078110
434,yelizovo,53.1873,158.3805,282.23,61,75,2.0,Yelizovo,1686078020
435,bac lieu,9.285,105.7244,300.85,78,100,4.94,Bac Lieu,1686078110
436,fayzabad,37.1166,70.58,293.34,38,1,1.98,Fayzabad,1686078111
437,ivins,37.1686,-113.6794,305.35,8,0,1.79,Ivins,1686078111
438,el calafate,-50.3408,-72.2768,277.65,70,6,5.57,El Calafate,1686078096
439,palmer,42.1584,-72.3287,296.93,74,95,7.92,Palmer,1686078111
440,enriquillo,17.9,-71.2333,304.28,62,100,5.17,Enriquillo,1686078111
441,road town,18.4167,-64.6167,303.17,74,40,3.6,Road Town,1686078112
442,carbonear,47.7332,-53.2148,284.15,97,100,6.24,Carbonear,1686078112
443,muret,43.3333,1.25,295.6,79,3,1.6,Arrondissement de Muret,1686078005
444,dondo,-19.6094,34.7431,293.81,93,0,2.11,Dondo,1686078065
445,krasnokholm,51.5979,54.1567,284.91,75,0,6.48,Krasnokholm,1686078112
446,oyama,36.3,139.8,292.92,76,97,0.65,Oyama,1686078112
447,morehead city,34.7229,-76.726,300.38,74,12,6.26,Morehead City,1686078112
448,cururupu,-1.8283,-44.8683,301.67,70,12,2.44,Cururupu,1686078113
449,auki,-8.7676,160.7034,298.2,89,100,1.48,Auki,1686078113
450,gobabis,-22.45,18.9667,291.38,19,0,4.99,Gobabis,1686078113
451,badr hunayn,23.7829,38.7905,305.58,44,0,1.28,Badr Ḩunayn,1686078113
452,dazhou,31.2159,107.5009,294.88,83,100,1.29,Dazhou,1686078113
453,carnarvon,-24.8667,113.6333,291.97,58,70,5.38,Carnarvon,1686078114
454,changnyeong,35.5415,128.4951,288.82,94,0,1.03,Changnyeong,1686078114
455,tabas,33.5959,56.9244,308.04,14,100,2.75,Tabas,1686078114
456,puerto deseado,-47.7503,-65.8938,284.58,36,0,14.09,Puerto Deseado,1686078114
457,petropavlovka,50.6114,105.3196,284.29,67,11,2.82,Petropavlovka,1686078114
458,belmonte,-15.8631,-38.8828,298.27,64,61,4.75,Belmonte,1686078114
459,zdvinsk,54.7021,78.661,295.56,61,52,2.13,Zdvinsk,1686078115
460,saint-joseph,-21.3667,55.6167,294.36,81,26,3.91,Saint-Joseph,1686077939
461,el grao,39.798,-0.1321,297.73,67,40,2.23,El Grao,1686078115
462,acarau,-2.8856,-40.12,301.3,75,0,5.34,Acaraú,1686078115
463,antonio enes,-16.2325,39.9086,297.26,83,0,2.2,Angoche,1686078115
464,warren,39.4334,-84.1666,302.62,36,40,5.14,Warren,1686078116
465,sokur,55.2093,83.319,295.35,68,0,3.79,Sokur,1686078116
466,plettenberg bay,-34.0527,23.3716,286.89,54,0,1.66,Plettenberg Bay,1686077923
467,tilhar,27.9833,79.7333,304.06,30,0,3.11,Tilhar,1686078116
468,harstad,68.799,16.5293,278.81,100,100,1.79,Harstad,1686078116
469,ola,59.5833,151.2833,280.0,75,88,0.43,Ola,1686078116
470,goba,7.0167,39.9833,283.79,90,78,1.66,Goba,1686078116
471,remire-montjoly,4.9167,-52.2667,303.17,66,70,6.17,Rémire-Montjoly,1686078117
472,encheng,22.1839,112.3026,298.25,97,100,1.9,Encheng,1686078117
473,talnakh,69.4865,88.3972,278.53,83,31,3.24,Talnakh,1686078117
474,southport,53.6478,-3.0065,291.2,55,0,5.66,Southport,1686078117
475,san antonio de pale,-1.4014,5.6325,298.63,82,100,5.07,San Antonio de Palé,1686078117
476,dakoutun,39.5833,117.2289,296.99,21,2,2.35,Dakoutun,1686078118
477,pontianak,-0.0333,109.3333,297.19,96,100,1.38,Pontianak,1686078118
478,babayevo,59.3936,35.9371,282.06,61,77,1.41,Babayevo,1686078118
479,south venice,27.0531,-82.4243,305.96,62,0,4.63,South Venice,1686078118
480,novozybkov,52.5396,31.9275,289.59,73,0,2.35,Novozybkov,1686078119
481,vega de alatorre,20.0333,-96.6333,302.3,68,44,3.26,Vega de Alatorre,1686078119
482,sassandra,4.95,-6.0833,298.92,87,100,3.55,Sassandra,1686078119
483,rio grande,-32.035,-52.0986,290.94,71,3,4.85,Rio Grande,1686078119
484,nicoya,10.1483,-85.452,304.93,58,100,1.56,Nicoya,1686078120
485,birjand,32.8663,59.2211,298.92,16,58,6.91,Birjand,1686078120
486,nguigmi,14.2495,13.1092,304.93,39,99,4.93,Nguigmi,1686078120
487,trinidad,-14.8333,-64.9,304.41,49,57,1.44,La Santisima Trinidad,1686078073
488,bikenibeu village,1.3673,173.1241,301.68,78,22,6.86,Bikenibeu Village,1686078120
489,kailua-kona,19.6406,-155.9956,300.53,79,57,1.34,Kailua-Kona,1686078121
490,eschweiler,50.8167,6.2833,296.53,74,86,1.99,Eschweiler,1686077998
491,dimitrovgrad,54.2139,49.6184,284.99,76,25,2.97,Dimitrovgrad,1686078031
492,turda,46.5667,23.7833,294.92,73,100,1.23,Turda,1686078121
493,quellon,-43.1167,-73.6167,283.5,69,58,3.21,Quellón,1686078121
494,istgah-e rah ahan-e garmsar,35.2346,52.3094,301.96,33,100,4.4,Īstgāh-e Rāh Āhan-e Garmsār,1686078121
495,zyrya,40.3661,50.2917,293.2,80,65,11.56,Zirǝ,1686078122
496,rota,36.6224,-6.3586,298.22,47,20,8.23,Rota,1686078122
497,bakanas,44.8081,76.2772,299.56,31,90,4.9,Bakanas,1686078122
498,cangzhou,38.3167,116.8667,299.26,20,100,4.75,Cangzhou,1686078115
499,morondava,-20.2833,44.2833,297.05,67,0,4.29,Morondava,1686078122
500,la ronge,55.1001,-105.2842,290.27,94,100,3.09,La Ronge,1686078123
501,zemio,5.0314,25.1361,294.5,94,26,0.66,Zemio,1686078123
502,suoyarvi,62.0833,32.35,282.12,58,98,0.82,Suoyarvi,1686078009
503,tebessa,35.4042,8.1242,292.55,62,1,2.92,Tébessa,1686078123
504,reserva,-24.6503,-50.8506,293.58,46,0,1.16,Reserva,1686078123
505,embi,48.8264,58.1442,297.03,50,13,8.07,Emba,1686078077
506,galesong,-5.3166,119.3661,295.16,67,9,2.77,Galesong,1686078123
507,touros,-5.1989,-35.4608,301.07,71,6,5.52,Touros,1686078122
508,narrabri,-30.3167,149.7833,284.0,86,63,0.45,Narrabri,1686078124
509,crane,31.3974,-102.3501,300.65,35,100,3.26,Crane,1686078124
510,chernyshevsk,52.5243,117.0174,279.96,86,99,2.43,Chernyshevsk,1686078124
511,jiwani,25.05,61.7417,305.29,66,95,2.7,Jiwani,1686078124
512,patterson,37.4716,-121.1297,295.95,57,25,1.73,Patterson,1686078124
513,myrhorod,49.9685,33.6089,289.75,64,100,2.94,Myrhorod,1686077969
514,port augusta,-32.5,137.7667,291.11,77,10,8.65,Port Augusta,1686078125
515,cooper's town,26.8667,-77.5167,298.85,66,100,3.27,Cooper’s Town,1686078125
516,faya-largeau,17.9257,19.1043,306.23,28,8,7.92,Faya-Largeau,1686078125
517,yigo village,13.5361,144.8886,300.55,85,100,5.9,Yigo Village,1686078125
518,arish,31.1316,33.7984,295.15,75,50,3.04,Al ‘Arīsh,1686078125
519,st. john's,47.5649,-52.7093,283.9,97,100,5.66,St. John's,1686077962
520,aykhal,66.0,111.5,273.35,73,0,3.28,Aykhal,1686078126
521,burao,9.5221,45.5336,299.96,49,77,7.66,Burao,1686078126
522,howrah,22.5892,88.3103,305.15,70,20,5.14,Howrah,1686078126
523,bacabal,-4.2917,-44.7917,303.55,69,10,1.18,Bacabal,1686078126
524,sao vicente,-23.9631,-46.3919,297.74,26,1,0.45,São Vicente,1686078126
525,hotan,37.0997,79.9269,296.59,25,100,3.48,Hotan,1686078127
526,sandpoint,48.2766,-116.5533,300.85,29,0,2.57,Sandpoint,1686078127
527,fonte boa,-2.4959,-66.2662,302.63,74,39,1.84,Fonte Boa,1686078127
528,necochea,-38.5473,-58.7368,290.47,79,100,6.23,Necochea,1686078127
529,biltine,14.5333,20.9167,303.0,45,100,8.65,Biltine,1686078127
530,hola,51.5377,23.1902,294.25,79,100,2.47,Hola,1686078127
531,bahia de kino,28.8333,-111.9333,306.99,38,100,4.89,Bahía de Kino,1686078128
532,villa vasquez,19.7411,-71.4464,307.2,51,95,3.96,Villa Vásquez,1686078128
533,miri,4.4148,114.0089,298.19,87,100,2.0,Marabu,1686078129
534,donggang,28.9365,114.2259,293.84,95,19,1.0,Donggang,1686078129
535,northam,51.0333,-4.2167,290.51,72,2,5.03,Northam,1686078129
536,yung shue wan,22.2333,114.1167,301.9,85,88,4.9,Yung Shue Wan,1686078129
537,owando,-0.4819,15.8999,298.7,72,95,1.03,Owando,1686078129
538,zouerate,22.7187,-12.4521,308.75,14,0,5.33,Zouérat,1686078129
539,moyale,3.5167,39.0584,292.87,72,6,3.14,Moyale,1686078130
540,klaksvik,62.2266,-6.589,282.66,85,33,5.37,Klaksvík,1686078130
541,nuku'alofa,-21.1333,-175.2,297.64,81,100,5.41,Nuku'alofa,1686078130
542,formosa do rio preto,-11.0483,-45.1931,305.44,27,0,2.61,Formosa do Rio Preto,1686078130
543,adam,22.3756,57.5233,307.39,17,1,3.49,Adam,1686078130
544,holualoa,19.6228,-155.9522,298.46,79,59,1.34,Holualoa,1686078131
545,oytal,42.9057,73.2697,295.42,29,98,3.9,Oytal,1686078131
546,cabo san lucas,22.8909,-109.9124,306.82,60,0,5.69,Cabo San Lucas,1686078131
547,praia da vitoria,38.7333,-27.0667,290.8,89,100,14.8,Praia da Vitória,1686078131
548,comodoro rivadavia,-45.8667,-67.5,285.08,36,0,15.37,Comodoro Rivadavia,1686078132
549,rio san juan,19.6439,-70.0763,308.24,66,22,6.62,Río San Juan,1686078132
550,crookston,47.7741,-96.6081,305.1,45,0,2.57,Crookston,1686078132
551,ar rass,25.8694,43.4973,305.48,21,81,3.46,Ar Rass,1686078132
552,veraval,20.9,70.3667,302.07,81,0,6.09,Verāval,1686078132
553,fort mcmurray,56.7268,-111.381,291.88,36,0,6.17,Fort McMurray,1686078133
554,mount isa,-20.7333,139.5,286.02,82,80,0.0,Mount Isa,1686078133
555,dampit,-8.2116,112.7493,294.92,99,100,1.45,Dampit,1686078133
556,jiayuguan,39.8167,98.3,291.33,24,2,2.19,Jiayuguan City,1686077911
557,jindabyne,-36.4167,148.6333,283.72,90,100,1.15,Jindabyne,1686078133
558,james city,35.0888,-77.035,300.38,64,48,3.88,James City,1686078133
559,westport,41.1415,-73.3579,298.76,55,0,2.06,Westport,1686078134
560,bequimao,-2.4489,-44.7825,302.25,68,95,1.75,Bequimão,1686078134
561,albertina,-22.2008,-46.6158,293.61,54,0,0.47,Albertina,1686078134
562,camayenne,9.535,-13.6878,301.22,80,51,5.62,Camayenne,1686078134
563,yasnyy,51.0333,59.8742,292.86,60,100,4.53,Yasnyy,1686078134
564,broome,42.2506,-75.833,292.6,56,100,5.66,Broome,1686078134
565,kununurra,-15.7667,128.7333,291.14,88,6,0.0,Kununurra,1686078135
566,kozani,40.3011,21.7864,288.53,67,40,2.06,Kozani,1686078135
567,boyolangu,-8.1181,111.8935,296.87,94,100,2.98,Boyolangu,1686078135
568,hadsund,56.7148,10.1168,289.1,80,0,3.32,Hadsund,1686078135
569,zyryanovsk,49.7386,84.2719,289.76,63,24,1.23,Zyryanovsk,1686078135
570,machico,32.7,-16.7667,296.5,86,40,8.23,Machico,1686078036
571,jawf al maqbabah,13.8378,45.8349,300.56,64,4,1.33,Jawf al Maqbabah,1686078135
572,xunchang,28.4543,104.715,295.59,77,100,0.71,Xunchang,1686078136
573,boca suno,-0.7167,-77.1333,295.2,98,100,0.5,Boca Suno,1686078136
574,bechem,7.0903,-2.025,297.37,92,85,1.92,Bechem,1686078136
575,colonia,50.9333,6.95,297.49,43,0,2.57,Cologne,1686078020
576,rawson,-43.3002,-65.1023,289.14,28,0,11.76,Rawson,1686078136
577,piti village,13.4626,144.6933,301.42,90,100,5.29,Piti Village,1686078136
578,galliano,29.4422,-90.2992,303.15,54,0,2.57,Galliano,1686078137
579,tadine,-21.55,167.8833,293.62,64,86,5.5,Tadine,1686078137
580,nadym,65.5333,72.5167,288.21,52,40,3.44,Nadym,1686077862
581,takefu,35.9039,136.1669,288.62,90,0,1.42,Takefu,1686078137
582,mili,6.0815,171.735,301.68,81,82,8.43,Mili,1686078137
583,noumea,-22.2763,166.4572,293.15,99,86,2.7,Noumea,1686077881
584,san pedro pochutla,15.7333,-96.4667,305.21,57,89,3.12,San Pedro Pochutla,1686078137
585,greenville,35.6127,-77.3663,302.11,57,75,3.6,Greenville,1686077899
586,mamuju,-2.6748,118.8885,298.6,89,42,1.5,Mamuju,1686078138
587,leppavirta,62.4901,27.7826,284.79,50,100,1.25,Leppävirta,1686078138
588,arawa,-6.2132,155.5367,298.11,91,42,1.37,Arawa,1686078138
589,new norfolk,-42.7826,147.0587,284.77,87,21,1.25,New Norfolk,1686078138
590,eastham,41.8301,-69.9739,296.33,62,0,3.6,Eastham,1686078138
591,khandyga,62.6667,135.6,284.58,85,100,0.75,Khandyga,1686078139
592,mil'kovo,55.6078,37.7956,290.37,67,91,3.22,Mil’kovo,1686078139
593,nikel,69.4128,30.222,278.25,61,99,5.21,Nikel,1686078139
594,awjilah,29.1081,21.2869,307.15,18,100,8.87,Awjilah,1686078139
595,pasuquin,18.3328,120.6177,300.02,80,22,1.8,Pasuquin,1686078139
596,kudahuvadhoo,2.6708,72.8944,301.74,76,53,4.84,Kudahuvadhoo,1686078139
597,gushu,31.5598,118.4829,293.83,86,100,1.39,Tai Ping,1686078139
598,quibdo,5.6947,-76.6611,303.9,65,76,1.47,Quibdó,1686078140
599,thayetmyo,19.3167,95.1833,300.58,82,99,3.83,Thayetmyo,1686078140
600,motueka,-41.1333,173.0167,278.2,87,4,2.02,Motueka,1686078140
601,the dalles,45.5946,-121.1787,305.0,26,0,2.68,The Dalles,1686078140
602,fale old settlement,-9.3852,-171.2468,301.64,76,11,5.78,Fale old settlement,1686078140
603,portland,45.5234,-122.6762,301.48,36,0,4.12,Portland,1686078140
604,kelso,46.1468,-122.9084,301.15,42,0,4.63,Kelso,1686078141
605,tidjikja,18.5564,-11.4271,310.42,11,95,3.81,Tidjikja,1686078141
